id,name,source
1389,Terminal Island PHL,scraped
1390,Port of Davisville,scraped
1391,St. Paul Midway Yard,scraped
1393,Green River,scraped
1394,Amarillo North Yard BNSF,scraped
1395,Toronto Vaughan Intermodal Terminal,scraped
1396,Chicago Blue Island Yard,scraped
1398,Keyser Yard,scraped
1400,Las Vegas Arden Yard,scraped
1401,Shreveport Riverfront Yard,scraped
1403,Santa Teresa,scraped
1407,Kaiser UP Yard,scraped
1408,Toronto Macmillan Yard,scraped
1409,Chicago Global 1,scraped
1410,Chicago Willow Springs,scraped
1414,Medina,scraped
1415,Fort Steele,scraped
1417,Baltimore Bay View NS Yard,scraped
1419,North Bay,scraped
1420,Pittsburg BNSF,scraped
1422,New Orleans Mays Yard,scraped
1423,New Orleans Avondale Yard,scraped
1424,New Orleans Shrewsbury Yard,scraped
1426,New Orleans Oliver Yard,scraped
1431,Jacksonville Talleyrand Docks,scraped
1434,Fort Towson,scraped
1435,Memphis Harris Yard,scraped
1436,Pittsburgh Pitcairn Yard,scraped
1437,Decatur Oakworth Yard,scraped
1443,Amarillo Zita,scraped
1445,Memphis Central Station,scraped
1446,Memphis Sargent Yard,scraped
1447,Columbus,scraped
1448,Marion,scraped
1449,Memphis Leewood CSX Yard,scraped
1450,Memphis Tennessee Yard,scraped
1451,Cleveland Maple Heights,scraped
1452,Brush,scraped
1453,Columbus Watkins Yard,scraped
1454,Toledo Airline/Detroit Yard,scraped
1455,Cincinnati Queensgate Yard,scraped
1456,Connellsville,scraped
1457,Eckman Siding,scraped
1462,Louisville Buechel IM Terminal,scraped
1463,Cottage Grove,scraped
1467,Fairfield Works,scraped
1470,Chicago Cicero Yard,scraped
1471,Chicago Blue Island Jct,scraped
1472,Chicago 47th Street Yard,scraped
1473,Chicago Clearing Yard,scraped
1474,Philadelphia Greenwich Yard,scraped
1475,Reading Spring St. Yard,scraped
1476,Harrisburg,scraped
1477,Tucson,scraped
1478,Roberts Bank CPKC,scraped
1479,McDonough,scraped
1480,North Vancouver,scraped
1481,Seattle Argo Yard,scraped
