id,name,source
2943,Toledo Sumner Street Yard,scraped
2946,Rock Hill,scraped
2947,East Chester NS,scraped
2949,Garrett,scraped
2950,Milford Junction CSX,scraped
2952,St Joe,scraped
2954,Defiance FC Tower,scraped
2962,Woodville,scraped
2966,Regina CPKC Intermodal,scraped
2977,Chicago LaSalle St Station,scraped
2978,Chicago Millennium Station,scraped
2986,Callender,scraped
2989,Roelyn,scraped
2990,Butler,scraped
3001,Hammond Colehour Yard,scraped
3002,Mt. Vernon UP,scraped
3005,Woodlawn,scraped
3021,Fremont,scraped
3022,Marion NS,scraped
3054,Savanna,scraped
3059,Port of Vancouver UP,scraped
3075,Rossville,scraped
3077,Sandusky,scraped
3078,Parkertown NS,scraped
3090,Long Beach UP,scraped
3107,Conneaut NS,scraped
3118,San Antonio Intermodal Terminal,scraped
3119,San Antonio Cadet Yard,scraped
3143,Florence,scraped
3144,Dillon,scraped
3162,Plymouth,scraped
3170,Herrington,scraped
3174,Detroit Delray NS,scraped
3175,Waterford,scraped
3176,Eagle Bridge/Hoosick Jct,scraped
3178,Albany Kenwood Yard,scraped
3188,Grand Forks,scraped
3189,East Grand Forks,scraped
3233,Hamilton Port,scraped
3236,Hamilton Kinnear Yard,scraped
3239,Palmer CSX/MCER,scraped
3248,Ft. Worth Hodge Yard,scraped
3262,Watts,scraped
3263,Siloam Springs,scraped
3294,Jersey City South Kearny Intermodal Terminal,scraped
3300,Kent Orillia Yard,scraped
3303,Wolsey,scraped
3310,Crawford,scraped
3312,Helvetia,scraped
3313,Burnside,scraped
3318,Colorado Springs Kelker UP,scraped
3322,Fountain BNSF,scraped
3323,Pueblo BNSF,scraped
3328,Pueblo Minnequa BNSF,scraped
3334,Houston Pasadena UP,scraped
3335,Centralia BNSF,scraped
3349,Alma,scraped
3352,Carey CSX,scraped
3358,Kansas City Hawthorn Power Plant BNSF,scraped
3359,Savannah Southover Yard,scraped
3371,Palmyra,scraped
3393,Moberly,scraped
3398,Mexico CPKC,scraped
3404,Twin Oaks,scraped
3409,Eddyville,scraped
3412,Baltimore 5th Ave. Yard,scraped
3413,Baltimore Penn-Mary Yard,scraped
3423,College Park,scraped
3434,East Brookfield,scraped
3438,Calgary Logistics,scraped
3440,Stevens Point,scraped
3455,West Paducah CN,scraped
3456,Fulton,scraped
3465,Don,scraped
3467,Rupert,scraped
3469,Burley,scraped
3475,Whitehall,scraped
3478,Rutland,scraped
3480,Houston Settegast Yard,scraped
3482,Marion CSX,scraped
3486,Linwood,scraped
3490,Newport,scraped
3498,King of Prussia Abrams Yard,scraped
3508,New Westminster CPKC Dock Yard,scraped
3511,Muscatine Luke Yard,scraped
3516,North Fond Du Lac Shops Yard,scraped
3523,Flint CN Yard,scraped
3526,Sharonville,scraped
3530,Saginaw BNSF,scraped
3542,Belleville CN,scraped
3545,Brazos Yard,scraped
3563,Norwood,scraped
3567,Montpelier,scraped
3569,Edon,scraped
3592,Philadelphia West Falls Yard,scraped
3608,Alton UP,scraped
3616,Clyde,scraped
3622,Wilkie,scraped
3627,Lloydminster Aberfeldy Yard,scraped
3628,Champaign,scraped
3631,Rising NS,scraped
3633,Morrisville Morris Tower,scraped
3636,Woodbourne,scraped
3645,Longview Junction,scraped
3647,Kankakee CN,scraped
3649,Kankakee Hobbie Yard NS,scraped
3658,East Peoria TZPR,scraped
3663,Bartonville,scraped
3676,Frankfort NS,scraped
3678,Lebanon,scraped
3679,Scircleville,scraped
3680,Tipton,scraped
3682,Gilman CN,scraped
3683,Gilman TPW,scraped
3684,Sheldon,scraped
3685,Effner,scraped
3686,Wolcott,scraped
3687,Watseka,scraped
3691,North Charleston Port CSX,scraped
3700,Barnesville,scraped
3701,Forsyth,scraped
3702,Amory BNSF,scraped
3707,Talladega CSX,scraped
3709,Artesia,scraped
3710,Columbus Steel Dynamics CPKC,scraped
3715,Dalhart UP,scraped
3716,Dalhart BNSF,scraped
3717,Santa Rosa,scraped
3719,Kansas City Murray Yard BNSF,scraped
3724,Iatan,scraped
3741,Temple UP,scraped
3750,Brada,scraped
3761,Ayr Wolverton Yard,scraped
3762,Woodstock Toyota Spur,scraped
3763,Guelph CN,scraped
3773,Houston Seabrook UP,scraped
3774,Houston Seabrook BNSF,scraped
3780,Houston Barbours Cut PTRA,scraped
3785,Greenbrier,scraped
3786,Milford,scraped
3787,Bloom,scraped
3788,Delta,scraped
3789,Iron Springs,scraped
3790,Cedar City,scraped
3791,Elko UP,scraped
3793,Osino,scraped
3794,Battle Mountain UP,scraped
3795,Battle Mountain BNSF,scraped
3796,Winnemucca,scraped
3797,Colado,scraped
3798,Empire,scraped
3804,Wurno,scraped
3806,Montclair,scraped
3807,Pomona,scraped
3808,Chino,scraped
3809,Lima Robb Ave. Yard CSX,scraped
3832,Wayne CSX,scraped
3835,Massillon,scraped
3836,Massillon Energy & Tech Park,scraped
3839,Picayune,scraped
3840,Fort Morgan,scraped
3841,Pawnee,scraped
3848,Michigan City AMTK,scraped
3854,Burlington,scraped
3855,Wever,scraped
3869,Canton Yard,scraped
3874,Oshawa CN,scraped
3875,Oshawa South Yard,scraped
3878,Oshawa GO,scraped
3879,Lafayette,scraped
3880,New Iberia,scraped
3887,Les Coteaux,scraped
3890,Ottawa Station,scraped
3896,Calgary Foothills Industrial Park,scraped
3898,Diann,scraped
3901,Auburn CSX,scraped
3906,Windsor,scraped
3907,Bromptonville,scraped
3915,Winnipeg Transcona Yard,scraped
3916,Winnipeg North Transcona Yard,scraped
3917,Winnipeg North Transcona,scraped
3938,Welland PCHR,scraped
3943,Saint-Lambert Southwark Yard,scraped
3945,Saint-Hyacinthe,scraped
3952,Pittsburgh Island Ave. Yard,scraped
3954,McKees Rocks,scraped
3957,Coalhurst Kipp Yard,scraped
3958,Lethbridge,scraped
3959,Wilson Siding,scraped
3973,Brownsville,scraped
3975,Griffith,scraped
3993,West Irving,scraped
3995,Sherman BNSF,scraped
3999,Loring,scraped
4002,North Topeka,scraped
4003,Lawrence,scraped
4004,South Topeka,scraped
4005,Junction City,scraped
